Verb,Noun,Labels
melt,little,['N']
melt,color,['N']
melt,him,['N']
melt,container,['L']
miss,deadline,"['N', 'N', 'N', 'L', 'L', 'L']"
miss,beginning,['L']
miss,piece,['N']
miss,accomplishment,['N']
miss,book,['L']
miss,that,['L']
miss,Olson,['L']
miss,story,['L']
miss,part,['L']
miss,ingredient,['N']
miss,work,"['N', 'L', 'L']"
miss,uptick,['L']
miss,'em,['L']
miss,greedseekers,['N']
miss,What,['L']
miss,essential,['N']
miss,gain,['L']
miss,Moscow,['L']
miss,cheese,['L']
miss,rigor,['L']
miss,boat,"['N', 'N', 'N', 'N']"
miss,factor,['L']
miss,facility,['L']
miss,impact,['N']
miss,this,['L']
miss,bus,['L']
miss,you,['N']
miss,excitement,['N']
miss,friend,['N']
miss,Sinatra,['L']
miss,payment,"['L', 'L', 'L', 'L', 'L', 'L', 'L']"
miss,beat,['L']
miss,shot,['L']
miss,Symphony,['L']
miss,$,['L']
miss,target,['N']
miss,message,['L']
miss,he,['L']
miss,chance,"['N', 'L', 'L']"
miss,it,"['L', 'L', 'L', 'L', 'L']"
miss,trick,['L']
miss,window,['L']
miss,hint,['L']
miss,segment,['L']
miss,virtuosic,['L']
miss,boom,['N']
miss,mark,['N']
miss,something,['N']
miss,cliche,['N']
miss,show,['L']
miss,thing,['L']
miss,opportunity,"['N', 'N', 'N', 'N', 'N', 'L', 'L', 'L']"
miss,session,['L']
miss,bit,['L']
miss,crack,['L']
miss,point,"['N', 'N', 'N', 'N', 'N', 'N', 'L', 'L', 'L', 'L', 'L']"
miss,sale,['L']
miss,week,['L']
miss,concert,['L']
miss,class,"['L', 'L', 'L']"
miss,solution,['N']
miss,camp,['L']
miss,him,"['L', 'L']"
miss,picture,['L']
miss,what,['L']
miss,trend,['N']
miss,offer,['L']
miss,promotion,['N']
miss,rally,"['L', 'L']"
miss,connection,['L']
miss,move,['L']
miss,much,['N']
miss,call,['L']
miss,thrill,['L']
miss,goal,"['N', 'N']"
miss,start,['L']
miss,appearance,['L']
miss,insult,['L']
miss,some,['N']
miss,home,['L']
miss,aspect,['L']
miss,Brian,['L']
miss,Monthly,['L']
miss,one,"['N', 'L']"
pass,crag,['L']
pass,bill,['L']
pass,U.S.,['N']
pass,Act,['L']
pass,thousand,['N']
plant,percentage,"['L', 'L']"
plant,fence-row,"['L', 'L']"
plant,which,"['N', 'L', 'L']"
plant,time,['L']
plant,tree,"['L', 'L', 'L', 'L', 'L']"
plant,oat,"['L', 'L']"
plant,mine,"['N', 'N']"
plant,seed,"['N', 'N']"
plant,land,"['N', 'L']"
plant,dozen,['N']
plant,soybean,"['N', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L']"
plant,all,['N']
plant,seedling,['L']
plant,grass,"['L', 'L']"
plant,acreage,"['L', 'L']"
plant,spirit,['N']
plant,bomb,"['N', 'N', 'N', 'N', 'N', 'N', 'N']"
plant,paragraph,['N']
plant,it,"['N', 'N', 'N', 'L', 'L', 'L']"
plant,trailer,['N']
plant,device,['N']
plant,crop,"['N', 'L', 'L', 'L', 'L']"
plant,notion,['L']
plant,half,['L']
plant,noir,['L']
plant,bean,['L']
plant,sign,"['N', 'N']"
plant,much,['L']
plant,chokecherry,['L']
plant,one-tenth,['L']
plant,potato,['L']
plant,melon,['L']
plant,6,"['L', 'L']"
plant,beeper,['N']
plant,corn,"['L', 'L', 'L']"
plant,that,['N']
plant,idea,['N']
plant,they,['L']
plant,third,['L']
plant,acre,"['L', 'L', 'L', 'L', 'L']"
plant,flag,"['N', 'N']"
plant,endive,['N']
plant,some,['N']
plant,most,['N']
play,piece,['L']
play,soccer,['L']
play,dog,['N']
play,role,"['N', 'N', 'N', 'N']"
play,manufacturer,['N']
play,part,['N']
play,harp,['L']
play,circle,['N']
plow,course,['L']
plow,time,['L']
plow,revenue,['N']
plow,Much,['N']
plow,money,"['N', 'N', 'N', 'N', 'L']"
plow,half,['L']
plow,resource,['N']
plow,land,['L']
plow,which,['N']
plow,ground,['N']
plow,acreage,['L']
plow,lot,"['L', 'L']"
plow,$,"['N', 'N']"
plow,million,['N']
plow,%,"['N', 'N']"
plow,all,['L']
plow,train,"['N', 'N']"
plow,plane,['N']
plow,cemetery,['L']
plow,terrain,['N']
plow,profit,"['N', 'N', 'N', 'L']"
plow,field,"['N', 'L']"
plow,road,['L']
plow,fund,['N']
pour,round,['L']
pour,sum,"['N', 'N', 'N']"
pour,gasoline,"['L', 'N']"
pour,labor,['N']
pour,14,['N']
pour,wine,['L']
pour,dipper,"['L', 'L']"
pour,money,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'L', 'L']"
pour,face,['N']
pour,paper,['N']
pour,profusion,['N']
pour,$,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']"
pour,brew,['L']
pour,it,"['L', 'L']"
pour,lot,['L']
pour,adviser,['N']
pour,rain,"['N', 'N']"
pour,billion,['N']
pour,tequila,['L']
pour,300,['N']
pour,stream,['N']
pour,water,"['N', 'N', 'L', 'L']"
pour,criticism,['N']
pour,gallon,['L']
pour,peseta,['N']
pour,champagne,['N']
pour,chunk,['L']
pour,pollster,['L']
pour,side,['N']
pour,million,"['N', 'N', 'N', 'N', 'N']"
pour,aid,['N']
pour,glass,"['L', 'L']"
pour,word,['N']
pour,resource,"['N', 'N', 'L']"
pour,molasses,['L']
pour,paraffin,['L']
pour,acid,['L']
pour,potion,['L']
pour,thousand,['N']
pour,drink,['N']
pour,cognac,['L']
pour,fortune,['N']
pour,cash,['N']
pour,can,['N']
pump,power,"['L', 'L']"
pump,cash,"['N', 'N', 'N', 'L', 'L']"
pump,trouble,['N']
pump,water,"['N', 'L', 'L', 'L']"
pump,move,['N']
pump,steam,['L']
pump,Wyoming,['L']
pump,oil,"['L', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'L', 'L']"
pump,vigor,['N']
pump,%,['L']
pump,blood,"['L', 'L']"
pump,Pentagon,['N']
pump,crude,"['N', 'L', 'L']"
pump,sale,['N']
pump,10,['L']
pump,billion,['N']
pump,million,['N']
pump,rhythm,['N']
pump,solvent,['L']
pump,proceeds,['N']
pump,base,['N']
pump,asset,['N']
pump,chunk,['N']
pump,gallon,"['N', 'L']"
pump,it,"['N', 'N', 'N']"
pump,bullet,['N']
pump,won,['L']
pump,Bambi,['N']
pump,anger,['N']
pump,debt,['N']
pump,concern,['N']
pump,drama,['N']
pump,arm,['L']
pump,price,"['N', 'N', 'L']"
pump,them,['N']
pump,that,['N']
pump,Water,['L']
pump,franc,['N']
pump,business,['L']
pump,economy,"['N', 'N', 'N']"
pump,result,['N']
pump,iron,"['N', 'N']"
pump,air,['L']
pump,spread,['N']
pump,life,"['N', 'N', 'L']"
pump,capital,['N']
pump,defense,['N']
pump,market,['N']
pump,capacity,['L']
pump,reserve,"['N', 'N', 'N']"
pump,$,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'L']"
pump,barrel,"['L', 'N', 'N', 'N', 'N']"
pump,circulation,['N']
pump,job,['N']
pump,revenue,['N']
pump,money,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']"
pump,gas,"['L', 'L']"
pump,action,['L']
pump,deficit,['N']
rain,inch,['L']
rain,warhead,['N']
rain,moisture,['N']
rest,Ward,['N']
rest,platform,['N']
rest,controversy,['N']
rest,soul,['N']
rest,base,['N']
rest,readiness,['N']
rest,couple,['N']
rest,attack,['L']
rest,head,['L']
rest,charge,['N']
rest,Peterson,['L']
rest,deposit,['L']
rest,fear,['N']
rest,notion,['N']
rest,concern,['N']
rest,hand,['L']
rest,8,['N']
rest,himself,['L']
rest,perception,['N']
rest,much,['N']
rest,treatment,"['L', 'L']"
rest,government,['N']
rest,doubt,['L']
rest,decision,['N']
ride,home,['L']
ride,trail,['N']
ride,it,['L']
ride,subway,['L']
ride,roller-coaster,['L']
ride,herd,['N']
ride,freight,['L']
ride,hour,['L']
ride,donkey,['L']
ride,boom,['L']
ride,carefree,['L']
ride,bicycle,"['L', 'L']"
ride,attack,['N']
ride,time,['L']
ride,few,['L']
ride,publicity,['L']
ride,boat,['N']
ride,bike,"['L', 'L']"
ride,earnings,['N']
ride,nose,['N']
ride,train,"['N', 'L']"
ride,trend,['L']
ride,success,['N']
ride,Amtrak,['L']
ride,move,['L']
ride,rally,['L']
ride,horse,['L']
ride,crisis,['N']
ride,coaster,['L']
ride,wave,"['N', 'N']"
ride,storm,['N']
ride,coattail,"['N', 'N', 'N', 'N']"
roll,model,['N']
roll,egg,['N']
roll,standard,['N']
roll,German,['L']
roll,line,"['N', 'N', 'N', 'N', 'N', 'L', 'L']"
roll,conquest,['N']
roll,Dukakis,['N']
roll,version,['N']
roll,mill,['L']
roll,partnership,"['N', 'N']"
roll,Mall,['L']
roll,CDs,['N']
roll,issue,['N']
roll,them,"['N', 'N']"
roll,eye,"['L', 'L', 'L', 'N']"
roll,payment,['N']
roll,move,['N']
roll,him,['N']
roll,IRA,['N']
roll,loan,['N']
roll,concept,['N']
roll,product,['N']
roll,some,"['N', 'L']"
roll,program,"['N', 'N']"
roll,cheek,['L']
roll,laptop,['N']
roll,fund,['L']
roll,round,['L']
roll,it,"['N', 'N']"
roll,number,['N']
roll,something,['L']
roll,loss,"['N', 'N', 'N']"
roll,car,['N']
roll,minijet,['L']
roll,press,"['L', 'L']"
roll,jam,['N']
roll,It,['N']
roll,%,['N']
roll,dice,"['N', 'N', 'L']"
roll,rule,"['N', 'L']"
roll,sleeve,"['N', 'N', 'N']"
roll,tax,['N']
roll,log,['L']
roll,camcorder,['N']
roll,frontier,"['N', 'N']"
roll,Thundervolt,['N']
roll,tongue,['N']
roll,landslide,['N']
roll,container,['L']
roll,trouser,['N']
roll,margin,['N']
sleep,two,['L']
sleep,most,['L']
sleep,guest,['L']
sleep,pill,"['L', 'L']"
sleep,100,['L']
sleep,center,['N']
sleep,manager,['N']
sleep,hour,"['L', 'L', 'L']"
sleep,night,['L']
sleep,while,['L']
sleep,light,['N']
sleep,it,['L']
smooth,relation,"['N', 'N']"
smooth,process,['N']
smooth,consistency,['L']
smooth,spot,['N']
smooth,it,"['N', 'N']"
smooth,much,['N']
smooth,transition,"['N', 'N', 'L']"
smooth,career,['N']
smooth,cycle,['N']
smooth,way,"['N', 'N', 'N', 'L']"
smooth,ice,['L']
smooth,some,"['N', 'N']"
smooth,contact,['N']
smooth,decline,"['N', 'N']"
smooth,movement,['N']
smooth,tendency,['N']
smooth,peak,['N']
smooth,trading,['N']
smooth,deal,['N']
smooth,problem,"['N', 'N', 'N']"
smooth,source,['N']
smooth,conflict,"['N', 'L']"
smooth,rift,"['N', 'N']"
smooth,ups,['N']
smooth,rise,"['N', 'L', 'L']"
smooth,disruption,['N']
smooth,restructuring,['N']
smooth,drop,['L']
smooth,edge,['N']
smooth,performance,['N']
smooth,those,['N']
smooth,volatility,"['N', 'N', 'L']"
smooth,cyclicality,['L']
smooth,slide,['L']
smooth,condition,['N']
smooth,return,['N']
smooth,level,['N']
smooth,thing,"['N', 'N']"
smooth,sand,['L']
smooth,flow,"['N', 'N']"
smooth,policy,['N']
smooth,affair,['N']
smooth,they,['N']
smooth,swing,"['N', 'N']"
smooth,fluctuation,"['N', 'N']"
smooth,value,['N']
smooth,move,['N']
smooth,relationship,['N']
smooth,difference,"['N', 'L']"
step,spiel,['N']
step,criticism,"['N', 'N']"
step,Research,['N']
step,ladder,['L']
step,coverage,['L']
step,bus,['L']
step,effort,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']"
step,inspection,['N']
step,role,['N']
step,production,['N']
step,other,['N']
step,imbalance,['L']
step,pressure,"['N', 'N', 'N', 'N']"
step,plane,['L']
step,sideline,"['N', 'L']"
step,drive,['N']
step,communication,['L']
step,advertising,['N']
step,marketing,['N']
step,drumbeat,['L']
step,import,['N']
step,appearance,['N']
step,implementation,['N']
step,growth,['N']
step,liquidation,['N']
step,collaboration,['N']
step,use,"['N', 'N']"
step,lending,['L']
step,base,['N']
step,line,['N']
step,challenge,['N']
step,volume,['N']
step,plan,['N']
step,selling,['N']
step,scrutiny,['N']
step,campaign,['L']
step,merry-go-round,['L']
step,acquisition,['L']
step,training,['N']
step,collection,['L']
step,pursuit,['N']
step,spending,['N']
step,attack,"['N', 'N', 'N', 'N', 'L', 'L']"
step,war,"['N', 'N']"
step,pace,['N']
step,he,['N']
step,president,['N']
step,door,['L']
step,call,['N']
stick,hand,['N']
stick,men,['N']
stick,he,"['N', 'N', 'N']"
stick,traveler,"['N', 'N']"
stick,Pulte,['N']
stick,GM,['N']
stick,they,['N']
stick,themselves,['N']
stick,growth,['N']
stick,CIT,['N']
stick,that,['N']
stick,We,"['N', 'N', 'L']"
stick,industry,['N']
stick,rest,['N']
stick,sign,['N']
stick,finger,['N']
stick,head,"['N', 'L']"
stick,death,['N']
stick,minority,['N']
stick,we,['N']
stick,needle,['L']
stick,it,"['N', 'L']"
stick,It,['L']
stick,customer,['N']
stick,neck,['N']
stick,consumer,['N']
stick,You,['N']
strike,tax,['L']
strike,100,['L']
strike,bargain,"['N', 'L']"
strike,Matra,['N']
strike,area,['L']
strike,edifice,['N']
strike,analyst,['N']
strike,reinforcement,['N']
strike,rule,['L']
strike,bottom,['N']
strike,we,"['N', 'L']"
strike,plant,"['L', 'L', 'L']"
strike,coin,['L']
strike,terror,['N']
strike,program,['N']
strike,chime,['L']
strike,compromise,"['L', 'L']"
strike,spacecraft,['L']
strike,stock,['L']
strike,target,"['L', 'L']"
strike,law,"['N', 'N', 'L']"
strike,it,"['N', 'L', 'N', 'L']"
strike,pill,"['N', 'N', 'L']"
strike,covenant,['N']
strike,ground,['L']
strike,travel,['L']
strike,me,"['N', 'N', 'N', 'N', 'L']"
strike,part,['L']
strike,they,['L']
strike,chord,"['N', 'N', 'N', 'N', 'N', 'L']"
strike,executive,['L']
strike,company,"['N', 'L']"
strike,Trainees,['L']
strike,pose,['N']
strike,people,['L']
strike,she,['N']
strike,center,['L']
strike,change,['N']
strike,listening,['N']
strike,Canseco,['N']
strike,child,['L']
strike,he,['N']
strike,oil,['L']
strike,statute,['N']
strike,base,['L']
strike,agreement,"['N', 'L']"
strike,U.S.,['L']
strike,country,['L']
strike,contract,['L']
strike,arrangement,"['N', 'N']"
strike,individual,['N']
strike,security,['N']
strike,investor,['L']
strike,Stark,['L']
strike,ordinance,['L']
strike,conclusion,['N']
strike,mill,"['L', 'L']"
strike,One,"['N', 'L']"
strike,She,['L']
strike,one,['N']
strike,balance,"['N', 'N', 'L', 'L']"
strike,them,['L']
strike,time,['L']
strike,plan,"['N', 'L']"
strike,Corp.,['L']
strike,India,['L']
strike,duck,['N']
strike,blow,"['N', 'L']"
strike,dirt,['N']
strike,limit,['L']
strike,market,"['L', 'L']"
strike,friendship,['N']
strike,profile,['L']
strike,editor,['N']
strike,deal,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'L', 'L', 'L', 'L']"
strike,nerve,['N']
strike,youth,['L']
strike,voter,['N']
strike,fear,"['N', 'N']"
strike,root,"['N', 'N']"
strike,day,['L']
strike,match,['L']
strike,post,['L']
stumble,mention,['N']
stumble,home,['L']
stumble,which,['N']
stumble,underwriting,['L']
target,Aeronautics,['L']
target,money,['N']
target,protein,['N']
target,it,"['N', 'N']"
target,one,['N']
target,rate,"['N', 'L']"
target,Farmers,['N']
target,region,['L']
target,economy,['N']
target,instance,['N']
target,10,['N']
target,type,['N']
target,service,['L']
target,market,['L']
target,first,['N']
target,customer,"['N', 'N']"
target,some,['N']
target,buyer,['N']
target,Americans,['N']
target,price,['N']
target,Embassy,['L']
target,Japanese,['L']
target,Majority,['N']
target,Union,['N']
target,organism,['N']
target,that,['N']
target,SUBSIDIES,['N']
target,currency,['N']
target,requirement,['N']
target,Democrats,['L']
target,growth,"['N', 'L']"
target,three,['N']
target,California,"['L', 'N']"
target,stock,"['N', 'N', 'N']"
target,200,['N']
target,inspection,['N']
target,family,"['L', 'L']"
target,acquisition,['N']
target,city,['N']
target,industry,"['N', 'N', 'L', 'L']"
target,turf,['N']
target,Carter,['L']
target,person,['N']
target,black,['N']
target,business,"['N', 'N', 'L', 'L', 'L']"
target,It,['N']
target,Court,['L']
target,sector,['N']
target,Tietmeyer,['L']
target,assistance,['N']
target,cell,['N']
target,user,['L']
target,change,['N']
target,country,['N']
target,niche,"['N', 'N']"
target,area,['N']
target,issue,['N']
target,Commission,['N']
target,citizen,['L']
target,campaign,['N']
target,technology,['N']
target,school,['N']
target,people,['N']
target,airplane,['N']
target,more,['N']
target,crime,['N']
target,audience,"['N', 'L']"
target,which,['N']
target,incentive,['N']
target,district,['N']
target,airport,['N']
target,reader,['N']
target,plan,['N']
target,Midwest,['N']
target,shopper,['N']
target,group,['N']
target,consumer,"['N', 'N']"
target,crowd,['N']
target,hospital,['L']
target,company,"['N', 'N']"
target,anger,['N']
target,fund,['N']
target,equipment,['L']
target,hundred,['N']
target,him,['L']
touch,month,['L']
touch,base,['L']
touch,high,"['N', 'N', 'N']"
touch,friend,['N']
touch,Missy,['N']
touch,Security,['L']
touch,market,['N']
touch,buying,"['N', 'N', 'L']"
touch,trading,['N']
touch,life,['L']
touch,something,['N']
touch,contest,['N']
touch,arm,['L']
touch,run,['L']
touch,economic,['L']
touch,decline,"['L', 'L']"
touch,slide,['L']
touch,promotion,['L']
touch,administration,['N']
touch,liquor,['L']
touch,asset,['L']
touch,material,['L']
touch,jitter,['L']
touch,bread,['L']
touch,$,['L']
touch,avalanche,['L']
touch,selling,['N']
touch,it,"['N', 'L', 'L']"
touch,chord,"['N', 'N']"
touch,fear,"['N', 'N']"
touch,crash,['N']
touch,bond,['N']
touch,fund,"['N', 'L']"
touch,rally,"['L', 'L']"
touch,Reinsurance,['L']
touch,label,['L']
touch,that,"['N', 'N']"
touch,observer,['N']
touch,%,['N']
touch,area,['N']
touch,debate,['L']
touch,thing,['N']
touch,spurt,['N']
touch,dollar,['N']
touch,order,"['L', 'L']"
touch,text,['N']
touch,capital,['L']
touch,someone,['N']
touch,yen,['N']
touch,60,['N']
touch,explosion,['L']
touch,picture,['L']
touch,pact,['L']
touch,problem,['N']
touch,who,['N']
touch,people,['N']
touch,boom,"['N', 'N']"
touch,panic,['N']
touch,them,"['L', 'L']"
touch,demand,['L']
touch,coat,['L']
touch,low,"['N', 'N', 'L']"
touch,water,['L']
touch,revenue,['N']
touch,land,['L']
touch,investigation,"['N', 'L']"
touch,woman,['N']
touch,money,['L']
touch,sector,['N']
touch,speculation,['L']
touch,rebound,['L']
touch,controversy,['L']
touch,state,['N']
touch,session,['L']
touch,ground,['L']
touch,issue,['L']
touch,drop,['N']
touch,nerve,['L']
touch,response,['L']
vaporize,tumor,['N']
vaporize,advance,['N']
wither,tree,['L']
wither,pressure,"['N', 'N']"
wither,support,['N']
wither,crop,"['L', 'L']"
